f_menu,f_name,f_topic,f_ctype,f_buyers,anchor_n2,rank,rec_menu,rec_name,rec_topic,rec_ctype,rec_price,conf_pct,lift,pair_n,same_menu
48463,나만 몰랐던 호감시그널 : 붉은 실 인연🧶,연애,?,108,95,5,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,5.3,4.09,5,0
44371,도화살로 보는 연애운 전성기,연애,사주,107,84,1,44108,2025년에 찾아올 두 명의 인연,연애,사주,24000.0,8.3,23.13,7,0
44371,도화살로 보는 연애운 전성기,연애,사주,107,84,2,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,7.1,5.75,6,0
44371,도화살로 보는 연애운 전성기,연애,사주,107,84,3,2141,그 사람의 속마음,연애,타로,1500.0,6.0,1.16,5,0
44371,도화살로 보는 연애운 전성기,연애,사주,107,84,4,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,6.0,3.03,5,0
44371,도화살로 보는 연애운 전성기,연애,사주,107,84,5,18142,"다음 연애 언제, 어디서 시작될까?",연애,타로,12000.0,4.8,14.97,4,0
16377,3개월 안에 다시 만날 수 있을까?,연애,타로,106,91,1,2142,재회확률 높이는 법,연애,타로,1500.0,44.0,21.47,40,0
16377,3개월 안에 다시 만날 수 있을까?,연애,타로,106,91,2,400,다시 만날 수 있을까,연애,타로,1500.0,8.8,2.15,8,0
16377,3개월 안에 다시 만날 수 있을까?,연애,타로,106,91,3,2236,전연인 어떻게 지낼까,연애,타로,1500.0,5.5,3.8,5,0
16377,3개월 안에 다시 만날 수 있을까?,연애,타로,106,91,4,18270,그 사람 아직 나한테 미련 있을까?,연애,타로,10500.0,4.4,6.66,4,0
16377,3개월 안에 다시 만날 수 있을까?,연애,타로,106,91,5,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,3.3,2.09,3,0
23705,그 사람 얼마나 잘 지낼까?,연애,타로,105,93,1,400,다시 만날 수 있을까,연애,타로,1500.0,18.3,4.48,17,0
23705,그 사람 얼마나 잘 지낼까?,연애,타로,105,93,2,2217,그날 헤어지지 않았다면,연애,타로,1500.0,10.8,26.08,10,0
23705,그 사람 얼마나 잘 지낼까?,연애,타로,105,93,3,2236,전연인 어떻게 지낼까,연애,타로,1500.0,7.5,5.2,7,0
23705,그 사람 얼마나 잘 지낼까?,연애,타로,105,93,4,18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,3000.0,6.5,8.46,6,0
23705,그 사람 얼마나 잘 지낼까?,연애,타로,105,93,5,2141,그 사람의 속마음,연애,타로,1500.0,5.4,1.04,5,0
2272,나는 어떤 타입과 어울릴까?,일반운세,타로,104,70,1,2395,내 첫인상 어떨까?,일반운세,타로,1500.0,15.7,116.31,11,0
2441,우리 커플 스킨십 궁합은?,연애,타로,104,80,1,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,18.8,16.25,15,0
22164,사업운 vs 직장운: 경제적 자유 누리는 법,학업직업,사주,104,78,1,20182,(추천할인) 내 인생 언제 필까? 3번의 기회,일반운세,사주,18000.0,12.8,91.1,10,0
2272,나는 어떤 타입과 어울릴까?,일반운세,타로,104,70,2,2240,연애할 때 내 매력은 뭘까?,연애,타로,1500.0,10.0,39.48,7,0
2441,우리 커플 스킨십 궁합은?,연애,타로,104,80,2,2141,그 사람의 속마음,연애,타로,1500.0,13.8,2.67,11,0
22164,사업운 vs 직장운: 경제적 자유 누리는 법,학업직업,사주,104,78,2,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,18000.0,7.7,15.06,6,0
2272,나는 어떤 타입과 어울릴까?,일반운세,타로,104,70,3,2227,동갑vs연하vs연상,연애,타로,1500.0,5.7,13.81,4,0
2441,우리 커플 스킨십 궁합은?,연애,타로,104,80,3,523,결혼한다면 어떨까?,결혼,타로,1500.0,12.5,17.87,10,0
22164,사업운 vs 직장운: 경제적 자유 누리는 법,학업직업,사주,104,78,3,24472,반드시 성공할 사업 분야와 기회는?,학업직업,사주,18000.0,5.1,173.52,4,0
2272,나는 어떤 타입과 어울릴까?,일반운세,타로,104,70,4,2141,그 사람의 속마음,연애,타로,1500.0,5.7,1.11,4,0
2441,우리 커플 스킨십 궁합은?,연애,타로,104,80,4,2263,내 애인 바람기,연애,타로,1500.0,5.0,23.37,4,0
22164,사업운 vs 직장운: 경제적 자유 누리는 법,학업직업,사주,104,78,4,2202,사주로 보는 직업운,학업직업,사주,1500.0,5.1,4.07,4,0
2272,나는 어떤 타입과 어울릴까?,일반운세,타로,104,70,5,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,4.3,2.47,3,0
2441,우리 커플 스킨십 궁합은?,연애,타로,104,80,5,2236,전연인 어떻게 지낼까,연애,타로,1500.0,5.0,3.46,4,0
22164,사업운 vs 직장운: 경제적 자유 누리는 법,학업직업,사주,104,78,5,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,9000.0,3.8,10.84,3,0
26271,내 인생의 귀인 + 운명의 인연은? [실사판],연애,사주,103,73,1,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,9.6,5.41,7,0
43447,2025년 나에게 찾아올 12가지 행운,총운,타로,103,70,1,2141,그 사람의 속마음,연애,타로,1500.0,5.7,1.11,4,0
26271,내 인생의 귀인 + 운명의 인연은? [실사판],연애,사주,103,73,2,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,5.5,3.16,4,0
43447,2025년 나에게 찾아올 12가지 행운,총운,타로,103,70,2,43216,2025년 신년운세 보고서,총운,사주,37500.0,5.7,7.01,4,0
26271,내 인생의 귀인 + 운명의 인연은? [실사판],연애,사주,103,73,3,22063,(추천할인) 내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,5.5,60.83,4,0
43447,2025년 나에게 찾아올 12가지 행운,총운,타로,103,70,3,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,5.7,3.33,4,0
26271,내 인생의 귀인 + 운명의 인연은? [실사판],연애,사주,103,73,4,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,4.1,2.61,3,0
43447,2025년 나에게 찾아올 12가지 행운,총운,타로,103,70,4,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.3,1.99,3,0
26271,내 인생의 귀인 + 운명의 인연은? [실사판],연애,사주,103,73,5,33646,(미상:33646),연애,사주,,4.1,6.11,3,0
43447,2025년 나에게 찾아올 12가지 행운,총운,타로,103,70,5,2165,사주로 보는 재물운,재물금전,사주,1500.0,4.3,5.87,3,0
23186,이번 주에 고백하면 성공할까?,연애,타로,102,84,1,2141,그 사람의 속마음,연애,타로,1500.0,28.6,5.55,24,0
23187,이번 주에 만나게 될 인연은?,연애,타로,102,65,1,23187,이번 주에 만나게 될 인연은?,연애,타로,1500.0,12.3,39.04,8,1
23186,이번 주에 고백하면 성공할까?,연애,타로,102,84,2,23186,이번 주에 고백하면 성공할까?,연애,타로,1500.0,7.1,41.26,6,1
23187,이번 주에 만나게 될 인연은?,연애,타로,102,65,2,2141,그 사람의 속마음,연애,타로,1500.0,10.8,2.09,7,0
23186,이번 주에 고백하면 성공할까?,연애,타로,102,84,3,2445,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,연애,타로,3000.0,7.1,38.74,6,0
23187,이번 주에 만나게 될 인연은?,연애,타로,102,65,3,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,6.2,3.69,4,0
23186,이번 주에 고백하면 성공할까?,연애,타로,102,84,4,18648,내가 관심 있는 거 눈치챘을까?,연애,타로,1500.0,4.8,10.19,4,0
23187,이번 주에 만나게 될 인연은?,연애,타로,102,65,4,2227,동갑vs연하vs연상,연애,타로,1500.0,6.2,14.87,4,0
23186,이번 주에 고백하면 성공할까?,연애,타로,102,84,5,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,3.6,2.14,3,0
23187,이번 주에 만나게 될 인연은?,연애,타로,102,65,5,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.6,2.15,3,0
32425,(미상:32425),총운,사주,101,69,1,33556,(미상:33556),총운,사주,,7.2,22.39,5,0
32425,(미상:32425),총운,사주,101,69,2,32425,(미상:32425),총운,사주,,5.8,73.56,4,1
32425,(미상:32425),총운,사주,101,69,3,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,5.8,3.27,4,0
32425,(미상:32425),총운,사주,101,69,4,2141,그 사람의 속마음,연애,타로,1500.0,4.3,0.84,3,0
32425,(미상:32425),총운,사주,101,69,5,2165,사주로 보는 재물운,재물금전,사주,1500.0,2.9,3.97,2,0
21766,그 사람과 나의 결혼 궁합,결혼,사주,100,74,1,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,13.5,15.98,10,0
21766,그 사람과 나의 결혼 궁합,결혼,사주,100,74,2,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,9.5,7.66,7,0
21766,그 사람과 나의 결혼 궁합,결혼,사주,100,74,3,21766,그 사람과 나의 결혼 궁합,결혼,사주,21000.0,6.8,109.11,5,1
21766,그 사람과 나의 결혼 궁합,결혼,사주,100,74,4,523,결혼한다면 어떨까?,결혼,타로,1500.0,5.4,7.73,4,0
21766,그 사람과 나의 결혼 궁합,결혼,사주,100,74,5,18705,나는 결혼해도 되는 사주일까?,결혼,사주,3000.0,2.7,3.88,2,0
2250,면접 합격할 수 있을까?,학업직업,타로,99,72,1,2250,면접 합격할 수 있을까?,학업직업,타로,1500.0,18.1,149.18,13,1
26500,"내 사주의 천생연분, 어떤 사람일까?",연애,사주,99,81,1,26515,(추천할인) 사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,21000.0,11.1,157.9,9,0
56416,[창광] 26년 병오년 사랑운과 인연운,연애,사주,99,65,1,55723,2026년 솔로 탈출 시기,연애,사주,24000.0,18.5,27.1,12,0
2250,면접 합격할 수 있을까?,학업직업,타로,99,72,2,2155,이달의 취업운은 어떨까?,학업직업,타로,1500.0,15.3,81.62,11,0
26500,"내 사주의 천생연분, 어떤 사람일까?",연애,사주,99,81,2,24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",연애,사주,18000.0,4.9,8.12,4,0
56416,[창광] 26년 병오년 사랑운과 인연운,연애,사주,99,65,2,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,6.2,4.95,4,0
2250,면접 합격할 수 있을까?,학업직업,타로,99,72,3,2216,그 회사가 나랑 잘 어울릴까?,일반운세,타로,1500.0,8.3,151.83,6,0
26500,"내 사주의 천생연분, 어떤 사람일까?",연애,사주,99,81,3,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,4.9,2.85,4,0
56416,[창광] 26년 병오년 사랑운과 인연운,연애,사주,99,65,3,2141,그 사람의 속마음,연애,타로,1500.0,4.6,0.9,3,0
2250,면접 합격할 수 있을까?,학업직업,타로,99,72,4,2425,이달의 합격운,학업직업,사주,3000.0,8.3,31.16,6,0
26500,"내 사주의 천생연분, 어떤 사람일까?",연애,사주,99,81,4,2141,그 사람의 속마음,연애,타로,1500.0,3.7,0.72,3,0
56416,[창광] 26년 병오년 사랑운과 인연운,연애,사주,99,65,4,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,4.6,2.69,3,0
2250,면접 합격할 수 있을까?,학업직업,타로,99,72,5,2202,사주로 보는 직업운,학업직업,사주,1500.0,5.6,4.41,4,0
26500,"내 사주의 천생연분, 어떤 사람일까?",연애,사주,99,81,5,400,다시 만날 수 있을까,연애,타로,1500.0,3.7,0.91,3,0
56416,[창광] 26년 병오년 사랑운과 인연운,연애,사주,99,65,5,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,4.6,2.66,3,0
39784,그 사람과 애인… 언제 헤어질까?,연애,타로,98,88,1,2141,그 사람의 속마음,연애,타로,1500.0,17.0,3.31,15,0
50542,[창광] 25년 하반기: 사랑운과 인연운,연애,사주,98,78,1,50312,2025 을사년 하반기 애정운,연애,사주,21750.0,14.1,13.33,11,0
39784,그 사람과 애인… 언제 헤어질까?,연애,타로,98,88,2,26242,(추천할인) D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,18000.0,9.1,31.66,8,0
50542,[창광] 25년 하반기: 사랑운과 인연운,연애,사주,98,78,2,2141,그 사람의 속마음,연애,타로,1500.0,5.1,1.0,4,0
39784,그 사람과 애인… 언제 헤어질까?,연애,타로,98,88,3,400,다시 만날 수 있을까,연애,타로,1500.0,4.5,1.11,4,0
50542,[창광] 25년 하반기: 사랑운과 인연운,연애,사주,98,78,3,51565,2025년 하반기 솔로 탈출 시기,연애,사주,19500.0,5.1,13.96,4,0
39784,그 사람과 애인… 언제 헤어질까?,연애,타로,98,88,4,39784,그 사람과 애인… 언제 헤어질까?,연애,타로,12000.0,4.5,47.5,4,1
50542,[창광] 25년 하반기: 사랑운과 인연운,연애,사주,98,78,4,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,3.8,2.99,3,0
39784,그 사람과 애인… 언제 헤어질까?,연애,타로,98,88,5,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,4.5,2.88,4,0
50542,[창광] 25년 하반기: 사랑운과 인연운,연애,사주,98,78,5,49255,내 팔자에 새겨진 천년배필,연애,?,21000.0,3.8,4.26,3,0
30282,내 운이 트이는 동네는?(경기도 편),일반운세,사주,95,56,1,28729,내 운이 트이는 동네는?(서울편),일반운세,사주,24000.0,32.1,167.93,18,0
56614,"[창광] 신년운세 통합본 ""2026년 병오년""",총운,사주,95,30,1,55360,2026년 신년운세 보고서,총운,사주,37500.0,23.3,55.45,7,0
30282,내 운이 트이는 동네는?(경기도 편),일반운세,사주,95,56,2,2202,사주로 보는 직업운,학업직업,사주,1500.0,8.9,7.09,5,0
56614,"[창광] 신년운세 통합본 ""2026년 병오년""",총운,사주,95,30,2,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,10.0,7.77,3,0
30282,내 운이 트이는 동네는?(경기도 편),일반운세,사주,95,56,3,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,3.6,2.89,2,0
56614,"[창광] 신년운세 통합본 ""2026년 병오년""",총운,사주,95,30,3,55195,사주 살풀이: 타고난 살과 2026년의 살,일반운세,사주,21000.0,6.7,77.66,2,0
30282,내 운이 트이는 동네는?(경기도 편),일반운세,사주,95,56,4,43249,"사주 직업 컨설팅: 사업, 직장, 업종",학업직업,사주,18000.0,3.6,15.57,2,0
56614,"[창광] 신년운세 통합본 ""2026년 병오년""",총운,사주,95,30,4,24870,내 운명의 인연 + 도화살 풀이,연애,사주,36900.0,3.3,94.74,1,0
30282,내 운이 트이는 동네는?(경기도 편),일반운세,사주,95,56,5,2165,사주로 보는 재물운,재물금전,사주,1500.0,3.6,4.89,2,0
56614,"[창광] 신년운세 통합본 ""2026년 병오년""",총운,사주,95,30,5,538,이직해도 될까,학업직업,타로,1500.0,3.3,30.76,1,0
27706,비로소 만나게 될 나의 운명,연애,타로,94,71,1,23878,내 운명 지금 어디 있을까?,연애,사주,18000.0,7.0,6.2,5,0
38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",가족자녀,타로,94,49,1,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,9000.0,18.4,51.79,9,0
46384,이번 달 임신 확률은?,가족자녀,타로,94,50,1,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,9000.0,16.0,45.11,8,0
27706,비로소 만나게 될 나의 운명,연애,타로,94,71,2,23154,(추천 할인) 내 운명 지금 어디 있을까?,연애,타로,15000.0,7.0,312.74,5,0
38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",가족자녀,타로,94,49,2,38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",가족자녀,타로,14850.0,10.2,151.05,5,1
46384,이번 달 임신 확률은?,가족자녀,타로,94,50,2,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,31500.0,12.0,62.24,6,0
27706,비로소 만나게 될 나의 운명,연애,타로,94,71,3,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,4.2,2.38,3,0
38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",가족자녀,타로,94,49,3,39190,"임신운👼🪽내 아이 만날 가능성, 성별, 성격, 재능, 어떤 아이일까? (4카드, 7500자)",가족자녀,타로,52500.0,10.2,906.31,5,0
46384,이번 달 임신 확률은?,가족자녀,타로,94,50,3,2343,우리 2세는 어떤 아이일까?,일반운세,타로,1500.0,8.0,63.87,4,0
27706,비로소 만나게 될 나의 운명,연애,타로,94,71,4,22327,내 운명 지금 어디 있을까?,연애,타로,15000.0,4.2,73.23,3,0
38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",가족자녀,타로,94,49,4,41402,(미상:41402),연애,사주,,6.1,7.21,3,0
46384,이번 달 임신 확률은?,가족자녀,타로,94,50,4,51301,사주+타로: 임신운 심층 분석,가족자녀,?,31500.0,8.0,53.63,4,0
27706,비로소 만나게 될 나의 운명,연애,타로,94,71,5,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.2,1.96,3,0
38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",가족자녀,타로,94,49,5,44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,29250.0,4.1,24.79,2,0
46384,이번 달 임신 확률은?,가족자녀,타로,94,50,5,55030,임신·출산 타로: 임신 가능성·둘째 고민·가족의 미래,가족자녀,?,25800.0,6.0,250.78,3,0
38993,사주로 보는 결혼 : 그 사람의 본심 👤,결혼,사주,93,71,1,27416,(추천할인) 결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,5.6,363.92,4,0
38993,사주로 보는 결혼 : 그 사람의 본심 👤,결혼,사주,93,71,2,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,5.6,4.88,4,0
38993,사주로 보는 결혼 : 그 사람의 본심 👤,결혼,사주,93,71,3,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,5.6,4.56,4,0
38993,사주로 보는 결혼 : 그 사람의 본심 👤,결혼,사주,93,71,4,19192,타고난 결혼운 + 내 운명의 상대,결혼,사주,36000.0,4.2,6.02,3,0
38993,사주로 보는 결혼 : 그 사람의 본심 👤,결혼,사주,93,71,5,18705,나는 결혼해도 되는 사주일까?,결혼,사주,3000.0,4.2,6.07,3,0
24008,절대 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,92,74,1,32788,[추천] 내 사주에 연애 상대 몇 명 있을까?_상대와 시기,연애,사주,24000.0,27.0,278.32,20,0
24008,절대 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,92,74,2,18705,나는 결혼해도 되는 사주일까?,결혼,사주,3000.0,4.1,5.82,3,0
24008,절대 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,92,74,3,2165,사주로 보는 재물운,재물금전,사주,1500.0,4.1,5.55,3,0
24008,절대 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,92,74,4,2202,사주로 보는 직업운,학업직업,사주,1500.0,2.7,2.15,2,0
24008,절대 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,92,74,5,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,2.7,1.26,2,0
2263,내 애인 바람기,연애,타로,90,78,1,2141,그 사람의 속마음,연애,타로,1500.0,38.5,7.46,30,0
2263,내 애인 바람기,연애,타로,90,78,2,2441,우리 커플 스킨십 궁합은?,연애,타로,1500.0,6.4,20.15,5,0
2263,내 애인 바람기,연애,타로,90,78,3,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,5.1,4.44,4,0
2263,내 애인 바람기,연애,타로,90,78,4,20348,타고난 궁합: 우리 사이 몇 점일까?,연애,사주,3000.0,3.8,19.52,3,0
2263,내 애인 바람기,연애,타로,90,78,5,2263,내 애인 바람기,연애,타로,1500.0,3.8,17.98,3,1
2240,연애할 때 내 매력은 뭘까?,연애,타로,89,61,1,2265,내 연애가 유독 힘든 이유,연애,타로,1500.0,19.7,125.93,12,0
20347,내 인생의 귀인 + 운명의 상대는?,연애,사주,89,72,1,18705,나는 결혼해도 되는 사주일까?,결혼,사주,3000.0,8.3,11.96,6,0
24175,도화살 풀이: 내 매력 언제 터질까?,연애,사주,89,64,1,40510,(미상:40510),연애,사주,,4.7,6.25,3,0
2240,연애할 때 내 매력은 뭘까?,연애,타로,89,61,2,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,6.6,3.94,4,0
20347,내 인생의 귀인 + 운명의 상대는?,연애,사주,89,72,2,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,5.6,3.13,4,0
24175,도화살 풀이: 내 매력 언제 터질까?,연애,사주,89,64,2,2141,그 사람의 속마음,연애,타로,1500.0,4.7,0.91,3,0
2240,연애할 때 내 매력은 뭘까?,연애,타로,89,61,3,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,6.6,3.05,4,0
20347,내 인생의 귀인 + 운명의 상대는?,연애,사주,89,72,3,2141,그 사람의 속마음,연애,타로,1500.0,4.2,0.81,3,0
24175,도화살 풀이: 내 매력 언제 터질까?,연애,사주,89,64,3,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,3.1,1.76,2,0
2240,연애할 때 내 매력은 뭘까?,연애,타로,89,61,4,2272,나는 어떤 타입과 어울릴까?,일반운세,타로,1500.0,4.9,21.18,3,0
20347,내 인생의 귀인 + 운명의 상대는?,연애,사주,89,72,4,20317,"(추천할인) 다음 연애 언제, 어디서 시작될까?",연애,타로,12000.0,4.2,74.02,3,0
24175,도화살 풀이: 내 매력 언제 터질까?,연애,사주,89,64,4,26893,내 사주의 찐성격과 이상형은?,일반운세,사주,4500.0,3.1,6.34,2,0
2240,연애할 때 내 매력은 뭘까?,연애,타로,89,61,5,2141,그 사람의 속마음,연애,타로,1500.0,3.3,0.64,2,0
20347,내 인생의 귀인 + 운명의 상대는?,연애,사주,89,72,5,20347,내 인생의 귀인 + 운명의 상대는?,연애,사주,30000.0,2.8,7.68,2,1
24175,도화살 풀이: 내 매력 언제 터질까?,연애,사주,89,64,5,2328,내 운명의 상대,연애,사주,15000.0,3.1,6.61,2,0
2128,연애운 높이는 노하우,연애,타로,88,69,1,2272,나는 어떤 타입과 어울릴까?,일반운세,타로,1500.0,10.1,43.69,7,0
23222,그 사람 나한테 왜 이럴까?,연애,타로,88,70,1,2141,그 사람의 속마음,연애,타로,1500.0,12.9,2.5,9,0
2128,연애운 높이는 노하우,연애,타로,88,69,2,400,다시 만날 수 있을까,연애,타로,1500.0,7.2,1.78,5,0
23222,그 사람 나한테 왜 이럴까?,연애,타로,88,70,2,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,7.1,4.12,5,0
2128,연애운 높이는 노하우,연애,타로,88,69,3,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,5.8,3.48,4,0
23222,그 사람 나한테 왜 이럴까?,연애,타로,88,70,3,23222,그 사람 나한테 왜 이럴까?,연애,타로,1500.0,5.7,22.94,4,1
2128,연애운 높이는 노하우,연애,타로,88,69,4,2240,연애할 때 내 매력은 뭘까?,연애,타로,1500.0,5.8,22.88,4,0
23222,그 사람 나한테 왜 이럴까?,연애,타로,88,70,4,18646,그 사람 나랑 '어디까지' 상상해봤을까?,연애,타로,1500.0,5.7,19.81,4,0
2128,연애운 높이는 노하우,연애,타로,88,69,5,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,5.8,3.34,4,0
23222,그 사람 나한테 왜 이럴까?,연애,타로,88,70,5,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,4.3,2.57,3,0
2219,다른 사람이 보는 내 매력과 장점은?,일반운세,타로,87,65,1,2240,연애할 때 내 매력은 뭘까?,연애,타로,1500.0,23.1,91.1,15,0
2219,다른 사람이 보는 내 매력과 장점은?,일반운세,타로,87,65,2,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,10.8,5.01,7,0
2219,다른 사람이 보는 내 매력과 장점은?,일반운세,타로,87,65,3,2141,그 사람의 속마음,연애,타로,1500.0,7.7,1.49,5,0
2219,다른 사람이 보는 내 매력과 장점은?,일반운세,타로,87,65,4,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,4.6,2.77,3,0
2219,다른 사람이 보는 내 매력과 장점은?,일반운세,타로,87,65,5,2283,(미상:2283),일반운세,타로,,4.6,88.63,3,0
34075,"불안한 사랑, 우리 관계의 미래는?",연애,사주,85,63,1,34075,"불안한 사랑, 우리 관계의 미래는?",연애,사주,49500.0,12.7,173.52,8,1
34075,"불안한 사랑, 우리 관계의 미래는?",연애,사주,85,63,2,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,4.8,5.63,3,0
34075,"불안한 사랑, 우리 관계의 미래는?",연애,사주,85,63,3,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,4.8,3.86,3,0
34075,"불안한 사랑, 우리 관계의 미래는?",연애,사주,85,63,4,26502,사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,27000.0,4.8,11.75,3,0
34075,"불안한 사랑, 우리 관계의 미래는?",연애,사주,85,63,5,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,4.8,4.13,3,0
2445,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,연애,타로,83,72,1,2141,그 사람의 속마음,연애,타로,1500.0,13.9,2.7,10,0
11273,둘 중 누구를 만날까?,일반운세,타로,83,64,1,11273,둘 중 누구를 만날까?,일반운세,타로,1500.0,10.9,90.37,7,1
19002,이별리셋 패키지: 전애인 후폭풍 + 재회운,연애,타로,83,57,1,2142,재회확률 높이는 법,연애,타로,1500.0,15.8,7.71,9,0
2445,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,연애,타로,83,72,2,23186,이번 주에 고백하면 성공할까?,연애,타로,1500.0,5.6,32.09,4,0
11273,둘 중 누구를 만날까?,일반운세,타로,83,64,2,2141,그 사람의 속마음,연애,타로,1500.0,6.2,1.21,4,0
19002,이별리셋 패키지: 전애인 후폭풍 + 재회운,연애,타로,83,57,2,39091,재회 타로 : 그 사람의 첫 연락,연애,타로,13500.0,10.5,13.62,6,0
2445,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,연애,타로,83,72,3,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,5.6,3.2,4,0
11273,둘 중 누구를 만날까?,일반운세,타로,83,64,3,2366,지금 헤어져도 될까,연애,타로,1500.0,4.7,15.56,3,0
19002,이별리셋 패키지: 전애인 후폭풍 + 재회운,연애,타로,83,57,3,400,다시 만날 수 있을까,연애,타로,1500.0,10.5,2.58,6,0
2445,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,연애,타로,83,72,4,18648,내가 관심 있는 거 눈치챘을까?,연애,타로,1500.0,5.6,11.89,4,0
11273,둘 중 누구를 만날까?,일반운세,타로,83,64,4,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,4.7,2.7,3,0
19002,이별리셋 패키지: 전애인 후폭풍 + 재회운,연애,타로,83,57,4,18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,3000.0,7.0,9.2,4,0
